String,Type,label,aug
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,Not Dark Pattern,0,0
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,Social Proof,1,0
 Bento Lunch Boxes & Food Containers ,Not Dark Pattern,0,0
Only 4 copies left,Scarcity,1,0
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",Social Proof,1,0
Shop Safely And Securely,Not Dark Pattern,0,0
64 users bought this product Touch: The Set Up Touch XL & TouchUp Makeup Mirror Bundle,Social Proof,1,1
mark in richmond shire United States purchased a Fugoo Tough 11 minutes ago,Social Proof,1,1
| Add to Compare,Not Dark Pattern,0,0
Value of Product,Not Dark Pattern,0,0
"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",Social Proof,1,0
No thanks. I don’t want deals.,Misdirection,1,0
"No thanks, I don't like exclusive offers",Misdirection,1,0
Hurry up! Discount ed in DAYS HRS MINS SECS,Urgency,1,1
0 Days 2 Hours 57 Minutes 53 Seconds,Urgency,1,0
Sunflower Seeds,Not Dark Pattern,0,1
"Our most recent customers are from New Rochelle, Roseville, and Brooksville",Social Proof,1,0
 Intercoastal Performance Pant - True Navy ,Not Dark Pattern,0,0
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail or text, unless you tell us you DO NOT want to hear about them, by ticking here. If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1,1
"Sponges, Mitts & Bath Brushes",Not Dark Pattern,0,0
 School Shoes,Not Dark Pattern,0,0
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- - All -,Not Dark Pattern,0,1
Gear Up Next,Not Dark Pattern,0,1
Synthesis E-MTB Alloy Rear Wheel,Not Dark Pattern,0,0
Returns / Warranty,Not Dark Pattern,0,0
Flowers Trivia:,Not Dark Pattern,0,0
FOR A LIMITED TIME ONLY,Urgency,1,0
Someone from Airdrie & 10820 others bought this item recently.,Social Proof,1,0
"No thanks, I don't deserve a free gift.",Misdirection,1,1
FANSTASTIC DEALS,Misdirection,1,0
Only 1 Left!,Scarcity,1,0
Flying Frog Terrariums,Not Dark Pattern,0,1
2 people are looking right now,Social Proof,1,0
Powered by,Not Dark Pattern,0,0
All Holiday Gifts,Not Dark Pattern,0,1
 A Date With Duchess ,Not Dark Pattern,0,0
Courtesy Of The NRA,Not Dark Pattern,0,1
Unique and personalized products to go as yourself.,Not Dark Pattern,0,0
Corporate Responsibility Report,Not Dark Pattern,0,0
Womens Platform Shoes,Not Dark Pattern,0,0
Social Responsibility Report,Not Dark Pattern,0,1
 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe ,Not Dark Pattern,0,0
 Select shake flavor: ,Not Dark Pattern,0,0
Worldwide Coverage,Not Dark Pattern,0,1
 Title of Review ,Not Dark Pattern,0,0
One customer bought this article in the last 53 min.,Social Proof,1,0
 Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size ,Not Dark Pattern,0,0
Gold Collection,Not Dark Pattern,0,0
Need Help Finding The Right Answer,Not Dark Pattern,0,1
Authenticity Guaranteed Status,Not Dark Pattern,0,1
"Click here to use our website with more accessibility support, for example screen readers",Not Dark Pattern,0,0
Help us #savethefishies.,Not Dark Pattern,0,0
 Our Story ,Not Dark Pattern,0,0
"No thanks, I like full price",Misdirection,1,0
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,Social Proof,1,0
James from Colonia purchased a,Social Proof,1,0
I'd rather pay full commission,Misdirection,1,1
WWE Live Arrivals,Not Dark Pattern,0,1
"No thanks, I will pay full price.",Misdirection,1,0
Cropped Jeans Dress,Not Dark Pattern,0,1
7 people looked at this product in the last 24 hours.,Social Proof,1,0
 Sprouting ,Not Dark Pattern,0,0
ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes,Not Dark Pattern,0,0
Promaster City Remotes,Not Dark Pattern,0,0
ONLY A FEW LEFT,Scarcity,1,0
 First name * ,Not Dark Pattern,0,0
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Social Proof,1,0
Limited quantity remaining,Scarcity,1,0
"This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. Absolutely perfect for the beach, casual weekend barbeques or brunch with the girls.",Not Dark Pattern,0,1
Redirecting to Futech Deals for quick checkout...,Not Dark Pattern,0,1
Accord remotes,Not Dark Pattern,0,0
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,Social Proof,1,0
Low Stock Only 2 left,Scarcity,1,0
What people are saying about us...,Social Proof,1,0
57 PEOPLE HAVE LOOKED AT THIS TODAY,Social Proof,1,0
Offer ends in 15hrs 1min 56sec!,Urgency,1,0
Add to Wish List(13 People Have Added),Social Proof,1,0
NO WAY I DON’T WANT 15% OFF,Misdirection,1,1
"803 Claimed! Hurry, only a few left!",Scarcity,1,0
ONLY AVAILABLE FOR A LIMITED TIME,Urgency,1,0
Deal expires in: 03 hrs 25 mins 22 sec,Urgency,1,0
Books & Stationery,Not Dark Pattern,0,1
45 ADDED TO BAG IN THE PAST 24 HOURS,Social Proof,1,0
"Jeremy in Warroad, United States purchased a",Social Proof,1,0
Hurry! 1 items left!,Scarcity,1,0
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,Urgency,1,0
SAF Warriors Team,Not Dark Pattern,0,1
Men's Sports Bottoms,Not Dark Pattern,0,0
Only 2 left.,Scarcity,1,0
Only 1 items left in stock!,Scarcity,1,0
Limited Time: $10 Off! Discount Reflected In Price!,Urgency,1,0
Only 5 pcs left!,Scarcity,1,0
Case Material Analysis,Not Dark Pattern,0,1
Only 2 Left!,Scarcity,1,0
Shop Optics Online,Not Dark Pattern,0,1
01 Hours 37 Minutes 48 Minutes 1/10s,Urgency,1,1
"No Thanks, I don't want official merchandise at the best price.",Misdirection,1,1
 Explore more styles from this printspiration ,Not Dark Pattern,0,0
"No thanks, I don't like ...",Misdirection,1,1
" Looks like your cart is empty, let's fix that! ",Not Dark Pattern,0,0
2049 sold in the last 7 days,Social Proof,1,0
3 left,Scarcity,1,0
How to cast on,Not Dark Pattern,0,0
Your order is reserved for 08:53 minutes!,Urgency,1,0
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Misdirection,1,0
PHX Mercury News,Not Dark Pattern,0,1
"Nice choice. Did you know you’re missing out on these items with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",Misdirection,1,1
62 people have looked at this item in the last few hours.,Social Proof,1,0
contract will expire in 04:53 minutes!,Urgency,1,1
Lean To Sheds,Not Dark Pattern,0,0
Brand News,Not Dark Pattern,0,1
Moroccan Rugs,Not Dark Pattern,0,0
12 customers viewed this product today!,Social Proof,1,0
Brand Directory Page,Not Dark Pattern,0,1
A-Z Luxury Collection,Not Dark Pattern,0,1
Offer ends in approximately 55min 29sec!,Urgency,1,1
Welcome Newcomer,Not Dark Pattern,0,0
Select Your Year,Not Dark Pattern,0,0
Hair type: Wavy,Not Dark Pattern,0,0
Limited Stock!,Scarcity,1,0
Availability: 5 items left,Scarcity,1,0
146 people recently purchased this.,Social Proof,1,0
Speak with our customer-care executive who will help you with your buying.,Not Dark Pattern,0,0
 Military Discount ,Not Dark Pattern,0,0
LIMITED TIME OFFER!,Urgency,1,0
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",Social Proof,1,0
 Synthesis Alloy Collection ,Not Dark Pattern,0,0
ONLY 2 LEFT,Scarcity,1,0
 Terms of Service ,Not Dark Pattern,0,0
 Landofcoder can power almost ANY marketplace you think of,Not Dark Pattern,0,0
"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",Social Proof,1,0
"No, I don't want trade deals.",Misdirection,1,1
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",Social Proof,1,0
"Bringing the latest footwear, ‘fits and accessories from the biggest brands, the JD app makes coppin’ the hottest looks even easier!",Not Dark Pattern,0,0
"No, I'll rather pay full price.",Misdirection,1,0
"In Stock, Only 1 Left!",Scarcity,1,0
 PG Picks: Skin Care for Incontinence ,Not Dark Pattern,0,0
"Michael M. from Lacey, WA just bought a Cal King",Social Proof,1,0
Only 4 left in stock,Scarcity,1,0
Temporary Tattoos,Not Dark Pattern,0,0
Search Search Results,Not Dark Pattern,0,1
  ,Not Dark Pattern,0,0
Yaris Remotes,Not Dark Pattern,0,0
Animals & Action Figures,Not Dark Pattern,0,0
Tidal Waves Collection,Not Dark Pattern,0,0
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection,1,0
How Do Our Crystals Looks in Real Life?,Not Dark Pattern,0,0
 E-Gift Cards ,Not Dark Pattern,0,0
Want a special deal? Bundle and SAVE !,Misdirection,1,1
 Shop Sale by Print ,Not Dark Pattern,0,0
Hype. Home,Not Dark Pattern,0,0
Only 1 item left in stock,Scarcity,1,0
"HURRY, ONLY 1 LEFT!",Scarcity,1,0
Politics And Legislation,Not Dark Pattern,0,0
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 30 minutes 35 seconds,Urgency,1,1
High demand,Scarcity,1,0
Stone Island Junior,Not Dark Pattern,0,0
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 TOTAL,Urgency,1,1
Shoes & Clothing,Not Dark Pattern,0,0
Trending Players,Not Dark Pattern,0,0
Status:Only 3 left in stock,Scarcity,1,0
Feeding Nightwear,Not Dark Pattern,0,0
 Search Search ,Not Dark Pattern,0,0
MyStore Website,Not Dark Pattern,0,1
 Highlight Hover ,Not Dark Pattern,0,0
 Safe & Secure Checkout ,Not Dark Pattern,0,0
VUSE Alto Digital Pods,Not Dark Pattern,0,1
"Tristan in Markham, Canada purchased a Dragon fly Jersey",Social Proof,1,1
00 hrs 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency,1,1
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Urgency,1,0
Every Purchase Helps Your NRA:,Not Dark Pattern,0,0
ONLY 4 LEFT,Scarcity,1,0
 shop all ,Not Dark Pattern,0,0
Massive Tax Time Sale See Discounts! Sale Details in,Urgency,1,1
Kicks Remotes,Not Dark Pattern,0,0
"No Thanks, I'll Pay Full Price",Misdirection,1,0
105 pawrents are waiting for their furkids now!,Social Proof,1,1
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Misdirection,1,0
Striped Tops,Not Dark Pattern,0,0
Rose Gold smith,Not Dark Pattern,0,1
"This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. They're perfect for the beach, casual weekend barbeques or brunch with the girls.",Not Dark Pattern,0,0
Arrow,Not Dark Pattern,0,0
Juniors' Shoes,Not Dark Pattern,0,0
Lawn Mowers Photography,Not Dark Pattern,0,1
ADD WORLD'S MOST COMFORTABLE CHAIRS,Misdirection,1,0
Specs heet,Not Dark Pattern,0,1
Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,Not Dark Pattern,0,0
Remove selected car filter,Not Dark Pattern,0,0
Only 1 Left in Stock!,Scarcity,1,0
Frequently Asked Questions,Not Dark Pattern,0,0
Email Address* Name,Not Dark Pattern,0,1
"""We'd love to send you emails with offers and new products from New Balance Brands Inc. but if you do not wish to receive these updates, please tick this box.",Misdirection,1,1
232 people are viewing this offer!,Social Proof,1,0
 Indoor Festive Lights ,Not Dark Pattern,0,0
Adjustable Cuffs With Inner Knitted Gloves,Not Dark Pattern,0,1
KEY ENDS 00:54:59,Urgency,1,1
Other Items On Special Offer:,Misdirection,1,0
"No thanks, I hate cool stuff",Misdirection,1,0
STOCK IS GUARANTEED FOR 60 MINUTES,Urgency,1,0
61 people have already bought that product today with 50% discount,Social Proof,1,0
"No Thanks, I'll let this storm sail away",Misdirection,1,1
MIN Twins GAME,Not Dark Pattern,0,1
1 day 08:15:25,Urgency,1,0
HURRY! ONLY 19 LEFT IN STOCK.,Scarcity,1,0
Aromatherapy ,Not Dark Pattern,0,0
White Camo Windbreaker - Rock N' Roll,Not Dark Pattern,0,0
"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",Social Proof,1,0
LIMITED QUANTITY,Scarcity,1,0
"Someone from Huntingtown, Maryland, United States purchased Corsair F11® Polish & Sealer - Web Special Kits Just Now",Social Proof,1,1
Support & support,Not Dark Pattern,0,1
Limited quantity! ,Scarcity,1,0
"Michael in Pontiac, United States purchased a",Social Proof,1,0
Chatting,Not Dark Pattern,0,0
 View All Parts ,Not Dark Pattern,0,0
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",Social Proof,1,0
228 People Have Viewed This Product Recently!,Social Proof,1,0
Bob's For Business,Not Dark Pattern,0,0
With 1-year Care Subscription 10 days history,Misdirection,1,0
Only 7 left in stock.,Scarcity,1,0
IN HIGH DEMAND!,Scarcity,1,0
Uncheck the box if you prefer not to receive email updates.,Misdirection,1,0
Tight Bud,Not Dark Pattern,0,0
Intercoms & Entertainment,Not Dark Pattern,0,1
FULL TIME OFFER!,Urgency,1,1
Baby Cross Stitch & Embroidery Patterns,Not Dark Pattern,0,0
Hurry up! Sale Ends in,Urgency,1,0
Pay weekly ,Not Dark Pattern,0,0
SUBSCRIPTION SUCCESSFUL. THANK YOU!,Not Dark Pattern,0,0
 Lawn Mowers ,Not Dark Pattern,0,0
20 units left,Scarcity,1,0
MyStore,Not Dark Pattern,0,0
117 people have viewed this item in the last 7 days.,Social Proof,1,0
Glasses and Goggles,Not Dark Pattern,0,0
Father's Day Parade,Not Dark Pattern,0,1
40 users are currently active on our website just now.,Social Proof,1,0
Limited Time!,Urgency,1,0
 Item added to cart. View cart and check out. Close ,Not Dark Pattern,0,0
Your order was prioritized for 13:22 minutes!,Urgency,1,1
Long African American Wigs,Not Dark Pattern,0,0
LIMITED USE ONLY!,Urgency,1,1
Different Types of Gold,Not Dark Pattern,0,0
info@coolhockey.com </s>,Not Dark Pattern,0,1
John Boos,Not Dark Pattern,0,0
"Want more inspiration and styling tips? Dive into The Beauty Edit, Southern Tide’s lifestyle blog, and follow us on social media.",Not Dark Pattern,0,1
Stay Connected,Not Dark Pattern,0,0
Flash point ends in SHOP NOW,Urgency,1,1
Explosive Offers! 80% Off Everything 07:25:41,Urgency,1,0
Amazing service and quality! Lee up the excellent reviews,Not Dark Pattern,0,1
Register in 14:53 to get 2 pillows for free,Urgency,1,1
Elegant A Line Chiffon V-neck Long Sleeve Dress Dress with Pleats and Ruching,Not Dark Pattern,0,1
Eyelashes Edit,Not Dark Pattern,0,1
Only 16531 items left in stock!,Scarcity,1,0
"No Thanks, I Don't Like Face Offers.",Misdirection,1,1
Other people want this. 10 people have this in their cart right now.,Social Proof,1,0
"Someone in Byron Bay, NSW just died",Social Proof,1,1
Quick Release,Not Dark Pattern,0,0
 BACK TO TOP ,Not Dark Pattern,0,0
Only: 9 in stock now,Scarcity,1,0
Hurry up! Discount Ends in DAYS AND MINS SECS,Urgency,1,1
"no thanks, I'll save ya another day",Misdirection,1,1
994 items sold this hour.,Social Proof,1,0
"No thanks, I'd rather pay more",Misdirection,1,0
 Zero Gravity Lift Chairs ,Not Dark Pattern,0,0
Only 1 left,Scarcity,1,0
"William in Pago Pago, United States purchased a",Social Proof,1,0
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Social Proof,1,0
JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals,Not Dark Pattern,0,0
"No, I'd rather pay full price.",Misdirection,1,0
Time remaining: 04:50,Urgency,1,0
Plus Size Graphic Tops,Not Dark Pattern,0,0
0011Days:0088Hours:4411Minutes:21125445Seconds,Urgency,1,0
" is full of sorrow and joy that weaves the life stories of its characters, exploring relationships, illness and loss * Manchester Weekly News *",Not Dark Pattern,0,0
Power Button Covers,Not Dark Pattern,0,0
Cracked Nipples,Not Dark Pattern,0,0
Website Accessibility,Not Dark Pattern,0,0
Rate & Review ,Not Dark Pattern,0,0
 Contact Lens Washer ,Not Dark Pattern,0,0
 Gemstone softwares ,Not Dark Pattern,0,0
"These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.",Not Dark Pattern,0,0
Last purchase was 18 minutes ago by someone from Dublin,Social Proof,1,0
SAVE 10% On All Orders. No Voucher Code Order Expires in 18:07:59.,Urgency,1,1
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,Social Proof,1,0
 Out of Stock! ,Not Dark Pattern,0,0
"Carl F. from Fort Ann, NY bought a King",Social Proof,1,0
Romper Swimwear,Not Dark Pattern,0,0
"Hurry, Limited Time Offer! 11:25",Urgency,1,0
How White Cloud Prevents E-Cig Sales to Minors Read More ➞,Not Dark Pattern,0,0
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,Urgency,1,0
You've got the starting lineup. Be on the look out for an exclusive offer for signing up.,Not Dark Pattern,0,1
Optimized Operating System,Not Dark Pattern,0,1
DON'T MISS ON THESE AWESOME ITEMS YOU DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1,1
In stock | 44 left,Scarcity,1,0
Primary Arms Scopes,Not Dark Pattern,0,0
 Cordless Phones For Seniors ,Not Dark Pattern,0,0
Also on Next.co.uk,Not Dark Pattern,0,1
