String,Type,label,predicate,prom_score_consistency,prom_feedback,prom_ok
94% offers claimed. Hurry up!,Scarcity,1,High-demand Messages,3.0,"This response provides a correct identification of the type as High-demand Messages, which aligns well with the predicate definition. The use of terms such as ""High-demand"" and ""Messages"" shows that the model has understood the concept of exploiting fear of missing out (FOMO) to push rushed decisions. However, the response lacks clear and explicit evidence from the text provided. It does not directly connect the phrase ""94% offers claimed"" to the concept of urgency or artificial competition, making the correlation between the text and the predicate less evident. In comparison to the reference response, this response falls short in providing strong, clear evidence to support its prediction. The feedback for the scoring criteria would suggest that this response is indeed partially valid, but it does not provide a robust or fully substantiated argument. Thus, the response is aligned with the criteria for a score of 3, where it displays an understanding of the predicate but lacks robust, evidence-based validation. 
[RESULT] 3",True
Cap Construction,Not Dark Pattern,0,,,,False
info@coolhockey.com,Not Dark Pattern,0,,,,False
Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.,Not Dark Pattern,0,,,,False
Shotgun Shooting Mops,Not Dark Pattern,0,,,,False
Household,Not Dark Pattern,0,,,,False
I Don't Like to Save Money,Misdirection,1,Confirmshaming,5.0,"Upon examining the text ""I Don't Like to Save Money,"" it is evident that the phrase is attempting to discourage the idea of saving money. The approach taken in this text is through negative reinforcement, conveying a sense of guilt or frustration associated with the act of saving. The negative connotation associated with the phrase serves to underscore the challenge of budgeting, potentially discouraging users from engaging in this behavior. Furthermore, the phrasing 'I don't like to save money' directly contradicts the concept of confirmation bias, where one is supposed to seek out information that aligns with their pre-existing beliefs. Instead, this text presents the opposing view, thus confirming and reinforcing the negative sentiment towards saving money. This pattern of presenting an opposite view to affirm the negative perception of saving money fits well within the Confirmshaming predicate. Therefore, given that the text successfully utilizes shame and emotional wording to discourage a certain choice, the evidence aligns well with the predicate definition and thus strongly supports the selection of the predicate ""Confirmshaming."" 
[RESULT] 5",True
Healthy Diet Recipes,Not Dark Pattern,0,,,,False
Limited Edition Colors,Not Dark Pattern,0,,,,False
19 people viewed this product per day,Social Proof,1,Activity Notifications,5.0,"The text provided is aligned with the given type definition. The phrase ""19 people viewed this product per day"" is indicative of an activity notification, which aligns with the model-chosen predicate. The text is evidence of the particular activity, thus meeting the criteria of the score rubric. The content communicates that others are engaged in an activity, thereby influencing the behavior of potential users. Moreover, the information presented is more than just a mere notification but a concrete data point, suggesting an active user base. The phrase also implies that the activity is ongoing, which is consistent with the typical usage of the predicate.

In terms of the predicate validity, the evidence clearly indicates that the text matches the described activity notifications, therefore it is strongly valid with clear evidence. Therefore, according to the score rubric, the text should be assigned a label corresponding to the activity notifications predicate. 
[RESULT] 5",True
Offer ends in 15hrs 1min utes,Urgency,1,Countdown Timers,5.0,"Upon analyzing the provided text, the specific predicate selected is ""Countdown Timers."" This choice is based on the clear cues present within the text, which indicate a deadline or expiration period. The language used, such as ""ends in"" followed by a specific amount of time, directly relates to a timer or clock counting down to a certain moment, clearly fulfilling the definition of a countdown timer.

The response is structured with the model-chosen predicate ""Countdown Timers,"" supported by evidential cues such as the explicit mention of a time-based limitation. There is a direct correlation between the text provided and the selected predicate, with no ambiguity or uncertainty presented in the analysis.

Furthermore, the response is in line with the score rubric criteria of predicate validity and demonstrates a strong alignment with the ""Urgency"" type. By selecting a specific and accurate predicate, the response effectively adheres to the evaluation criteria and demonstrates a clear understanding of the type being evaluated.

In summary, the response is well-reasoned, with a well-defined model-chosen predicate and solid evidence to support this choice. It also successfully captures the urgency aspect of the type, as required by the score rubric. Therefore, based on the clarity, accuracy, and evidence presented in the response, it is clear that this response meets the highest standard of evaluation according to the score rubric. 
[RESULT] 5",True
